customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01023,Female,0,No,Yes,25,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),46.4,1156.71,No
CUST-01024,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),73.22,3480.12,Yes
CUST-01025,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),104.07,373.75,No
CUST-01026,Female,1,Yes,No,58,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.66,4954.01,No
CUST-01027,Male,0,No,Yes,60,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.31,5760.99,No
CUST-01028,Male,0,Yes,Yes,48,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),109.38,5241.69,No
CUST-01029,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.55,574.34,No
CUST-01030,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),83.11,1335.13,No
CUST-01031,Female,0,No,No,69,Yes,Yes,No,No,No,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),56.55,3877.72,No
CUST-01032,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),79.29,4479.3,No
CUST-01033,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),23.29,1463.69,No
CUST-01034,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),33.04,1954.79,No
CUST-01035,Female,1,No,Yes,62,No,Yes,No,No,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),89.8,5575.28,No
CUST-01036,Female,0,No,No,14,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,106.15,1475.38,No
CUST-01037,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,67.76,17.01,No
CUST-01038,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,37.38,460.75,Yes
CUST-01039,Male,0,Yes,Yes,47,No,No,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Mailed check,91.68,4319.75,No
CUST-01040,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,23.14,765.19,No
CUST-01041,Female,0,No,No,29,Yes,No,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,90.9,2654.99,Yes
CUST-01042,Male,0,Yes,No,18,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,Yes,Two year,No,Electronic check,98.87,1801.05,No
CUST-01043,Male,0,No,No,63,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),24.1,1489.36,No
CUST-01044,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.34,3801.71,No
CUST-01045,Male,0,No,No,56,Yes,No,No,No internet service,Yes,No,No,Yes,Yes,Two year,No,Electronic check,30.24,1644.76,No
CUST-01046,Male,1,Yes,No,43,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),100.05,4303.81,Yes
CUST-01047,Male,0,No,Yes,11,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,100.05,1129.96,Yes
CUST-01048,Male,0,Yes,No,39,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),110.23,4255.01,Yes
CUST-01049,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,31.23,700.56,No
CUST-01050,Female,0,Yes,Yes,10,Yes,Yes,No,No,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,89.99,853.54,Yes
CUST-01051,Male,1,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,106.91,6955.71,No
CUST-01052,Male,0,Yes,Yes,0,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),62.04,42.62,No
CUST-01053,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),50.83,2879.73,No
CUST-01054,Male,0,No,No,27,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),89.45,2401.7,No
CUST-01055,Male,1,Yes,No,67,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.65,3900.87,No
CUST-01056,Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),62.54,3650.96,No
CUST-01057,Male,0,No,No,70,Yes,No,No,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),90.2,6314.61,No
CUST-01058,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.25,1305.9,No
CUST-01059,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.43,2766.31,No
CUST-01060,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.51,6053.95,No
CUST-01061,Male,1,Yes,No,44,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),112.69,4977.52,No
CUST-01062,Male,0,No,No,69,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),71.9,5008.79,No
CUST-01063,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,83.84,1347.6,Yes
CUST-01064,Female,0,No,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),23.92,954.86,No
CUST-01065,Male,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.29,3735.95,Yes
CUST-01066,Male,0,Yes,No,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),80.21,2158.72,No
CUST-01067,Male,1,No,Yes,1,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),66.09,39.48,No
CUST-01068,Male,0,Yes,No,26,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,115.19,2950.89,No
CUST-01069,Male,0,Yes,No,20,Yes,Yes,No,No,No,No,No,No internet service,No internet service,Two year,No,Electronic check,57.55,1101.51,No
CUST-01070,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,31.54,222.34,No
CUST-01071,Female,0,No,No,60,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,45.92,2767.53,No
CUST-01072,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No,One year,No,Credit card (automatic),109.07,5531.25,Yes
CUST-01073,Male,0,No,No,47,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,38.96,1849.7,No
CUST-01074,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,114.58,2104.15,No
CUST-01075,Male,0,No,No,72,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,85.95,6144.05,No
CUST-01076,Female,0,Yes,No,11,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),38.18,450.4,No
CUST-01077,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,24.64,1758.34,No
CUST-01078,Female,0,Yes,Yes,1,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,65.27,80.47,No
CUST-01079,Male,1,No,Yes,16,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,68.27,1135.95,No
CUST-01080,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,52.88,152.39,No
CUST-01081,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.53,477.89,No
CUST-01082,Male,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,One year,No,Credit card (automatic),110.47,5490.32,No
CUST-01083,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,77.86,659.04,No
CUST-01084,Female,0,Yes,Yes,54,Yes,No,No,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,66.44,3580.08,No
CUST-01085,Male,0,Yes,Yes,35,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),53.67,1868.58,Yes
CUST-01086,Male,0,No,No,50,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,85.69,4248.83,Yes
CUST-01087,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,70.81,1086.96,No
CUST-01088,Female,0,No,No,60,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,102.78,6141.66,No
CUST-01089,Female,0,Yes,No,12,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,73.67,862.91,No
CUST-01090,Female,1,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,70.18,4533.87,No
CUST-01091,Male,0,No,Yes,47,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,37.84,1826.48,Yes
CUST-01092,Female,0,Yes,No,69,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),25.38,1799.74,No
CUST-01093,Male,0,No,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.11,1830.28,No
CUST-01094,Female,0,Yes,Yes,9,Yes,No,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.14,334.38,No
CUST-01095,Female,0,No,Yes,56,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),90.38,5105.1,No
CUST-01096,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,43.57,506.87,No
CUST-01097,Female,1,Yes,No,60,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),85.58,5138.63,No
CUST-01098,Female,1,No,Yes,57,Yes,Yes,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,76.15,4349.3,No
CUST-01099,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),43.08,2893.86,No
CUST-01100,Male,0,No,No,28,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),79.22,2211.35,No
CUST-01101,Female,1,Yes,No,15,No,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),87.57,1361.11,No
CUST-01102,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,19.84,1212.03,No
CUST-01103,Male,1,No,No,46,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Two year,No,Bank transfer (automatic),73.85,3369.25,No
CUST-01104,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),95.22,4023.06,No
CUST-01105,Female,0,No,Yes,22,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,29.4,688.63,Yes
CUST-01106,Male,0,No,Yes,29,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,No,Electronic check,57.2,1705.62,No
CUST-01107,Female,0,No,Yes,56,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),47.56,2693.72,No
CUST-01108,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),81.81,2360.81,No
CUST-01109,Male,0,Yes,No,66,No,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),94.17,6246.66,No
CUST-01110,Male,0,No,No,55,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,114.45,6321.02,Yes
CUST-01111,Male,0,No,No,23,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),67.77,1548.98,No
CUST-01112,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),89.84,589.34,No
CUST-01113,Male,0,Yes,No,43,Yes,No,No,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),70.38,3061.76,No
CUST-01114,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,53.86,1757.93,No
CUST-01115,Male,0,Yes,No,34,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.45,1268.61,No
CUST-01116,Male,0,Yes,No,49,No,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,No,Electronic check,106.79,5281.39,No
CUST-01117,Male,1,No,Yes,16,No,Yes,No,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.43,1265.48,No
CUST-01118,Male,1,Yes,No,1,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),82.06,107.74,No
CUST-01119,Female,0,Yes,No,53,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),79.7,4180.85,No
CUST-01120,Female,0,Yes,No,43,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,41.72,1816.25,Yes
CUST-01121,Male,0,No,No,48,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,50.29,2429.99,No
CUST-01122,Male,1,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),102.48,77.12,No
CUST-01123,Male,0,No,Yes,71,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No,One year,No,Credit card (automatic),62.91,4462.49,No
CUST-01124,Female,0,Yes,No,69,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),19.46,1389.19,No
CUST-01125,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),61.65,444.96,Yes
CUST-01126,Female,0,No,No,0,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.27,0.0,No
CUST-01127,Female,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),104.21,7094.67,No
CUST-01128,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),69.22,590.58,No
CUST-01129,Female,1,No,No,13,Yes,No,No,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),117.41,1546.85,Yes
CUST-01130,Female,1,Yes,No,26,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),21.25,512.52,No
CUST-01131,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.2,573.34,No
CUST-01132,Female,0,No,Yes,35,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),23.25,776.21,No
CUST-01133,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.41,135.91,No
CUST-01134,Male,0,Yes,No,22,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40.98,920.69,No
CUST-01135,Male,0,Yes,No,72,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,46.22,3302.84,No
CUST-01136,Male,0,No,No,29,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),116.08,3330.46,No
CUST-01137,Female,0,No,No,18,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),45.84,787.49,No
CUST-01138,Female,0,No,Yes,66,Yes,No,No,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),34.44,2274.2,No
CUST-01139,Male,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No,No,Yes,Two year,No,Electronic check,113.13,5519.56,No
CUST-01140,Female,0,Yes,Yes,47,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Mailed check,80.52,3831.19,No
CUST-01141,Male,0,No,No,2,Yes,No phone service,No,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,46.66,82.58,No
CUST-01142,Female,1,Yes,No,65,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Electronic check,83.92,5504.09,No
CUST-01143,Male,1,No,No,26,No,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),96.87,2554.74,No
CUST-01144,Female,1,No,Yes,39,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,19.68,808.1,No
CUST-01145,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No internet service,One year,No,Mailed check,41.5,694.39,No
CUST-01146,Male,0,No,No,26,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),75.09,1914.48,Yes
CUST-01147,Female,0,No,No,10,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),69.09,724.85,Yes
CUST-01148,Male,1,No,Yes,38,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),60.13,2235.44,Yes
CUST-01149,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,21.08,374.27,Yes
CUST-01150,Male,0,Yes,No,6,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,No,Mailed check,113.11,643.33,No
CUST-01151,Male,0,No,No,56,Yes,No,No,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,89.51,5052.8,Yes
CUST-01152,Female,0,No,No,1,Yes,Yes,No,Yes,Yes,No internet service,No,No,Yes,One year,No,Electronic check,117.53,154.38,No
CUST-01153,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,105.48,3866.52,No
CUST-01154,Female,0,No,No,4,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,75.37,306.63,Yes
CUST-01155,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),53.23,1836.46,No
CUST-01156,Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),34.4,2306.25,No
CUST-01157,Male,1,No,No,56,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),39.13,2238.93,No
CUST-01158,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,One year,No,Credit card (automatic),104.8,1964.24,No
CUST-01159,Female,0,Yes,Yes,4,No,No,DSL,No,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,104.11,372.97,Yes
CUST-01160,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,104.06,2368.83,Yes
CUST-01161,Male,1,No,Yes,29,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,104.07,3066.45,No
CUST-01162,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,36.64,947.45,No
CUST-01163,Female,1,No,Yes,52,Yes,No,DSL,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),103.37,5329.0,Yes
CUST-01164,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,30.53,1491.64,Yes
CUST-01165,Female,1,No,No,6,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),59.45,387.34,Yes
CUST-01166,Male,1,Yes,Yes,41,Yes,Yes,No,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),117.27,4805.21,No
CUST-01167,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,87.78,2968.36,No
CUST-01168,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,82.68,2744.2,Yes
CUST-01169,Male,0,Yes,No,72,Yes,No,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,40.69,2889.32,No
CUST-01170,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),91.67,4878.17,Yes
CUST-01171,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),72.76,2017.67,No
CUST-01172,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,66.15,631.02,Yes
CUST-01173,Male,0,No,No,26,Yes,No,No,No internet service,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),41.4,1098.82,No
CUST-01174,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),30.48,403.52,Yes
CUST-01175,Male,0,No,No,41,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40.87,1644.15,No
CUST-01176,Male,0,Yes,No,36,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,68.52,2431.56,No
CUST-01177,Female,0,No,No,60,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),114.46,6888.74,No
CUST-01178,Male,0,Yes,No,20,No,Yes,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,43.26,907.31,No
CUST-01179,Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),85.75,201.99,Yes
CUST-01180,Female,0,No,Yes,7,Yes,No,DSL,Yes,No,No,No internet service,No,No internet service,One year,No,Mailed check,35.55,292.91,No
CUST-01181,Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),58.76,4005.55,No
CUST-01182,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,45.65,698.27,No
CUST-01183,Female,0,Yes,Yes,9,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),52.54,484.71,No
CUST-01184,Female,0,Yes,Yes,12,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,40.25,475.28,Yes
CUST-01185,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.32,1295.05,No
CUST-01186,Female,1,No,No,65,No,No,No,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.21,3285.39,No
CUST-01187,Male,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,105.23,2328.14,No
CUST-01188,Male,0,No,No,64,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Electronic check,51.71,3352.38,No
CUST-01189,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,69.26,3505.23,Yes
CUST-01190,Male,0,No,No,60,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),109.42,6583.29,No
CUST-01191,Male,0,No,No,25,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,39.85,980.63,Yes
CUST-01192,Male,1,Yes,No,14,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),64.09,884.37,No
